Skupina čtyř dětí tancujících na dvorku.	Skupina dětí se protahuje na barevných podložkách.
Muž s dlouhými vlasy se dívá skrz fotoaparát.	Žena stojí naproti zdi, poblíž které je video kamera.
Pes a červený míč ve vzduchu.	Pes kope díru na dvorku.
Hnědobílý pes běží přes hnědé hřiště.	Člověk visící ze skalnatého útesu.
Hnědý pes běžící na trávě.	Pes běží na trávě.
Pes kluše trávou.	Pes cválá trávou.
Dva lidé v kloboucích sedí a dívají se do foťáku.	Muž v modrém tričku dělá nabručenou tvář.
Černý pes stojící v trávě kousek od volejbalového míče.	Hnědočerný pes s modrým obojkem na travnatém hřišti kousek od fotbalového míče.
Dvě hrající si dívky s lidmi a květinami za nimi.	Dvě mladé dívky v sukních si hrají na zahradě.
Dívka v růžovém tričku roztahuje svoje končetiny ve vzduchu.	Muž oblečený v kostýmu Santy šplhá po velké betonové budově.
Malá dívka v červeném tričku táhne papírového draka.	Dívka v červeném tričku fotí fotku mobilem.
Dítě klouzající se ve sněhu.	Muž spící na ulici.
Tři psi si hrají ve vodě.	Tři psi plavou ve vodě.
Bílý pes běžící na písku.	Bílý pes běží na písku.
Dívka s rukama ve vzduchu sedí na zádech muže, který leží na dece.	Dítě běží opačným směrem od ostatních dětí, které hrály hru.
Červenobílé závodní auto na blátivé závodní dráze.	Člověk jede na špinavém kole v závodě po blátivé dráze.
Černobílý pes běží skrz pole krav.	Velký černobílý pes běží ve vodě oceánu.
Bílý pes se světlehnědými značkami má klacek v tlamě a tlapy ve sněhu.	Bílý pes drží klacek v tlamě, zatímco běží sněhem.
Muž ve slamáku zastiňuje svůj mobil, zatímco ostatní jdou po rušném chodníku.	Muž leží na ulici s jeho hlavou a rameny pod zaparkovaným autem, které zvedá.
Muž s poštovní brašnou před šedou dlaždicovou stěnou.	Muž v červené bundě stojící před majákem.
Pes plave ve vodě.	Tři psi plavou ve vodě.
Skupina malých děvčat a pes stojící na cestě.	Skupina lidí v modrém raftu jedoucí na divoké vodě.
Malý bílý pes s kudrnatými chlupy běží přes chodník s klackem v tlamě.	Bílý pes s kudrnatými chlupy běží s klackem v tlamě.
Muž v neoprenu hází dítě v neoprenu do vzduchu.	Tancující muž v bílé potisknuté košili a tancující žena v černých šatech.
Muž v šedém obleku klečí před ženou v bílých šatech.	Ženu v červeném s pivem následuje muž v bílém.
Blondýna má nasazenu černou kšiltovku s americkou vlajkou.	Zrzka má nasazený černý baret ozdobený americkou vlajkou.
Člověk držící síť stojí ve vodě.	Černoška a dvě černé děti sedí v doškovém stanu.
Žena v červené teplákové soupravě vymačkávající citróny v lisu.	Mladá žena v růžové kapuce, fotí snímek.
Černobílý pes běží trávou.	Žlutohnědý pes jde sněhem.
Muž na ulici venčí dva psi na vodítku.	Muž ve městě venčí dva psi.
Hnědobílý pes s růžovým létajícím talířem v tlamě hopsá muži po zádech.	Pes s létajícím talířem v tlamě přeskakuje muže.
Pes běží ve sněhu.	Dva psi běžící v blátě.
Malý chlapec hrající si ve sněhu.	Hnědobílý pes si hraje ve sněhu.
Zapřažený pes skáče přes kládu a další pes ho následuje.	Hnědobílý pes skáče přes kládu v poli a další pes ho následuje.
Pes a kočka leží spolu.	Dva šedí psi nesou klacek ve vodě.
Žena v modrém tričku a žlutohnědých kraťasech sedí u stolu.	Usmívající se mladá žena v tyrkysovém tričku a šátku u stolu.
Rodina si na pláži hraje s jejich psem.	Malá nahatá holčička je házená do vzduchu.
Bílý pes běžící ve sněhu.	Psi běží ve sněhu.
Pes běží skrz dlouhou trávu.	Pes leží v dlouhé zelené trávě.
Černý pes běží sněhem.	Řidič závodního auta jede se svým autem skrz bláto.
Pes oblečený v zeleném svetru a s batohem jdoucí na sněhu.	Malý pes oblečený v zeleném svetru a s batohem jde sněhem.
Skupina lidí sedící okolo stolu.	Skupina dívek na pláži.
Tři psi běží v poli.	Dva psi běží v travnatém poli.
Muž a žena s rukama na bradách stojí vedle Vánočního stromku.	Muž s bílou bradkou v modré čepici stojí u vchodu do dílny.
Černobílý pes má klacek v tlapách.	Černý a bílý pes stojí na sněhu.
Bílý pes běžící sněhem.	Černobílý pes běží trávou.
Muž na zasněženém kopci na lyžích s horami v pozadí.	Pes si užívá dovádění ve vodě s horami a pískem v pozadí.
Skupina lidí kempuje venku na nějaké skále.	Skupina lidí stojí vedle hasičského vozu.
Muž na kole vedle řeky.	Muž na kole skáče velmi vysoko.
Pes běžící po trávě.	Dva psi běží po trávě.
Je tam černý pes skákající do plaveckého bazénu.	Černý pes skáče do plaveckého bazénu.
Lyžař jede dolů zasněženým kopcem.	Hnědý pes leží ve sněhu.
Dva psi běží na trávě.	Dva psi běžící v blátě.
Muž na pláži rozstřikuje tekutinu z dlouhé hadice.	Chlap sedí na kole s jedním kolem ve vzduchu.
Tři psi hrající si ve sněhu, zatímco jeden pes má na sobě bundu.	Tři psi hrající si ve sněhu, s městem v jejich pozadí.
Mnoho fotbalových hráčů sedících na zemi.	Pes se válí po zemi.
Skupina lidí v lodích závodících k pobřeží.	Skupina lidí stojí spolu a pózují před domem.
Malý chlapec a malá dívka hrající si spolu venku.	Žena v bílém tričku stojí na ulici.
Člověk v červené vestě se dotýká modrých bruslí na jiné osobě.	Dáma ve sněhu zavazuje něčí brusle.
Dívka vzhůru nohama se hlavou odráží na trampolíně.	Dívka se hlavou odráží na trampolíně.
Surfař dělá flip z vlny.	Surfař dělá flip na vlně.
Dýdžejka zvedá album Michaela Jacksona.	Dívka držící obrázek usmívajícího se Michaela Jacksona.
Usmívající se žena stojící před stromy.	Muž jde vedle stromů před panoramami města.
Chlapec skákající salto vzad do plaveckého bazénu.	Chlapec v červenomodrých plavkách skákající po hlavě do plaveckého bazénu.
Tři malí chlapci se pokrývají bublinami.	Tři děti stojící u bazénu jsou pokryté pěnovými bublinami.
Chlapec vzhlíží k dívce, zatímco jiná dívka je ignoruje.	Chlapec se potápí v bazénu, zatímco ho pozoruje pár.
Dva velcí pudlové si hrají ve sněhu s hračkou.	 Dva psi bojující ve sněhu.
Dav lidí stojí na venkovské cestě, s polem za nimi a lesem před nimi.	Skupina lidí stojící vedle auta s otevřeným kufrem.
Chlapec leží na břiše v trávě.	Malý chlapec ležící na břiše na trávě.
Černý pes s modrým obojkem běží ve sněhu.	Černý pes s červeným obojkem si hraje ve sněhu.
Japonský šermíř skáče do vzduchu.	Žena učí svého psa skákat do vzduchu.
Pták sedí na stromě.	Pták sedí na bezlistém stromě.
Hnědý pes žvýká oranžový míček.	Pes má oranžový míček v tlamě.
Bílý pes běží podél skalnatého pobřeží.	Pes skáče přes překážku.
Hnědý pes skákající do vzduchu, aby chytil míč.	Tři mladé ženy skákající do vzduchu, aby chytily míč.
Dítě jde od jednoho piknikového stolu, k druhému.	Chlapec v parku hopsá z jednoho piknikového stolu na druhý.
Muž s boxerkami s vlajkou US stojí na schodišti.	Žena v bílém tričku stojí na ulici.
Skupina sedmi lidí jede na zeleném raftu v peřejích.	Skupina lidí v noci stojí a sedí v kolečku na zemi.
Pes ve sněhu.	Dva psi ve sněhu.
Muž s dlouhými vlasy se dívá skrz fotoaparát.	Muž se slunečními brýlemi dívající se přímo před sebe.
Dalmatin běžící podél pláže.	Dalmatin běží podél pláže.
Černobílý pes skákající do vzduchu, aby chytil létající talíř.	Černobílý pes skákající na dvorku.
Žena drží postroj, který má na sobě oblečený hnědobílý pes.	Muž a žena, se dívají na umělecké dílo, které je na podstavci připnuté k ohradní zdi.
Pes běžící sněhem.	Pes běží ve sněhu.
Čtyři černí psi běží přes trávu.	Pes běží přes travnaté pole.
Muž v červenočerném, trefuje fotbalový míč hlavou.	Muž v červeném pruhovaném fotbalovém dresu odehrává míč hlavou.
Hnědý pes jde po trávě.	Pes honící jiného u stromu.
Dívka skáče.	Chlapec leze po skále.
Žena na pláži stavící dítě na skateboard.	Žena na pláži drží malé dítě na skateboardu.
Černý pes hravě kouše světlehnědého psa do ucha.	Černý pes hravě kouše jiného psa v prostředí obývacího pokoje.
Bígl jde po pláži na okraji vody.	Bígl se prochází podél klidného pobřeží.
Mladý nadhazovač hází basebalový míček.	Hnědý pes jde po trávě vedle plotu.
Černobílý pes běží v trávě.	Černobílý pes běží přes trávu.
Dva psi běží sněhem, jeden s tenisovým míčkem.	Kluk ve vzduchu dělá triky na jeho kole.
Černý pes jde po trávě s klackem v jeho tlamě.	Černý pes běží po trávě s hračkou v jeho tlamě.
Tří děti hrající si ve sněhu.	Tři děti hrající si v seně.
Muž jde směrem k policistovi stojícímu na přechodu pro chodce na ulici ve městě.	Policista ve městě stojí na přechodu pro chodce.
Dva lidé jedou na kolech dolů po polní cestě.	Dva lidé jedoucí na kolech na kopci.
Černohnědý pes si hraje na dvorku.	Černo bronzový pes honí něco, co spatřil.
Černý a bílý pes hrající si na ulici.	Černý a bílý pes hrající si spolu na ulici.
Velký černobílý pes plave ve vodě.	Černobílý pes s klackem je v blátivé vodě.
Malý chlapec blbne s cedníkem na hlavě.	Chlapec s kovovým cedníkem na hlavě.
Hnědý pes běží přes pole.	Hnědý pes s třepajícím se jazykem, jak běží přes pole.
Chlapec skáče do vody s míčem v ruce.	Malý chlapec plavoucí pod vodou s hračkou v ruce.
Člověk v potápěčském obleku plave pod vodou.	Člověk se potápí ve velmi čisté modré vodě.
Tento pes skáče přes vodu.	Dva psi, běžící vodou po pláži.
Dva dělníci sedí na nosníku a dávají si pauzu.	Muž si obléká triko u výtahu.
Smějící se muž a žena.	Muž a žena se líbají.
Černo hnědo bílý pes běžící skrz pole.	Bílo hnědý pes běží v poli.
Děti si hrají v bazénu, zatímco dva dospělí muži na ně dávají pozor.	Děti si hrají v bazénu, zatímco dospělí přihlíží.
Pes stojí v písku.	Bronzový pes stojí před nějakou rostlinou.
Čtyři dívky v plavkách hrají volejbal na pláži.	Čtyři ženy v plavkách hrají plážový volejbal na pláži.
Dvě děti stříkající ve vodě.	Dva psi si spolu hrají na posteli.
Blonďaté batole houpající se na houpačce z pneumatiky.	Blonďaté batole se houpá na houpačce z pneumatiky.
Hnědobílý pes se prochází v mělkých vodách.	Bílo hnědý pes vypadá, že jde po vodě.
Žena čte, zatímco je ve veřejné dopravě.	Muž, který usnul ve veřejné dopravě.
Buldok běží přes travnatý park, zatímco lidé stojí v pozadí.	Pes s velkým tělem běží vodou a cáká kolem.
Mladý chlapec jedoucí na kole na cihlové silnici.	Člověk dělá triky na kole na rampě obklopené stromy.
Mladý muž jezdí na skateboardu ve skateparku.	Chlapec v modrém tričku je ve vzduchu na skateboardu ve skateparku.
Dívka skákající přes švihadlo na chodníku poblíž garáže.	Dívka skákající přes švihadlo na chodníku s garáží na levé straně.
Osoba, která je ve vodě na pláži, zatímco slunce zapadá.	Osoba nad příbojem ve vodě.
Pes skáče do vzduchu chytit frisbee.	Hnědý pes skáče pro růžové frisbee.
Dítě oblečené v modrobílých šortkách, skáče v příboji.	Dívka se zelenými copánky s něčím v ruce.
Pes vrací hračku svému pánovi.	Tři psi spolu závodí ve sněhu.
Dvě ženy skáčou z houpačky.	Dvě dívky skáčou z houpačky.
Žena s mladou dívkou pózují se sochou medvěda v přední části prodejny.	Muž v dresu stojí před velkým davem.
Dva psi běžící na břehu.	Bílý pes běžící na pláži.
Muž bez trička hrající fotbal na trávníku.	Muž bez trička chytá fotbalový míč.
Dívka se zelenými copánky s něčím v ruce.	Mladý chlapec pouze v zelených kraťasech složitě pózuje s cihlovým pozadím.
Mladá dívka s úsměvem s hlavou vzhůru nohama.	Dívka pózuje s hlavou vzhůru nohama.
Dvě ženy držící pestré vlajky u oranžového vozu.	Dvě dámy ve skrovném oděvu pózují vedle staromódního auta.
Muž v červené bundě drží své kolo pro fotku.	Žena v červené bundě nahrává na video přírodu.
Chlapec skáče do ne tak přeplněného veřejného bazénu.	Muž skáče, zatímco je na snowboardu.
Klauni zaujmuli švihácký postoj pro kameru.	Dítě v oranžovém je na plováku ve vlnách.
Čtyři děti, držící se za ruce skáčou do bazénu.	Čtyři psi hrající si ve sněhu.
Žluté auto zrychluje po zasněženém poli.	Žlutý vůz jede rychle ve sněhu.
Chlapec tlačí vůz se dvěma dýněmi.	Dítě si dřepne za vůz se dvěma dýněmi v něm.
Dva fotbalisté bojují o míč během intenzivního utkání.	Dva malí oranžovobílí psi jsou ve sněhu.
Černý pes jde vysokou trávou.	Černý pes běží v trávě.
Dva psi hrající si ve sněhu.	Dva psi hrající si v trávě.
Jeden chlapec tlačí dalšího chlapce na houpačce.	Chlapec tlačí jiného chlapce na houpačkách.
Nadhazovač na kopečku hází basebalový míček.	Chlapec ve středu hrací plochy při baseballu.
Dva černí psi hrající si ve sněhu.	Černý pes, hrabe ve sněhu.
Pes skáče přes řetěz.	Pes skákající přes řetěz.
Dívka s černou kabelkou sedící na dřevěné lavičce.	Mladá žena s černou kabelkou sedí na dřevěné lavičce.
Černožlutý pes.	Černý a hnědobílý pes si hrají v poli.
Tři děti v jámě s míčky.	Několik dětí hrajících si v jámě s míčky.
Velký bílošedý pes běží skrz žlutý tunel na překážkové dráze.	Bíločerný pes vybíhá ze žlutooranžové trubky.
Plavec plave znak v bazénu.	Člověk plavoucí znak v bazénu.
Muž stojí obkročmo na kole na skalnaté stezce u jezera.	Žena má na sobě bílou čelenku, fialové tílko a černé rukavice.
Hnědý pes běží přes zelenou trávu.	Hnědý pes běží přes řeku.
Malý bílý pes a velký hnědý pes si hrají na trávě.	Malý světlehnědý pes běží kolem velkého hnědého psa stojícího v trávě.
Žena drží psa, zatímco jiný pes stojí poblíž v poli.	Dáma držící jednoho psa, zatímco jiný pes si hraje ve dvoře.
Holčička na jaře jede na dětské tříkolce.	Holčička si venku hraje s hračkou.
Černý pes procházející vodou.	Dva černí psi procházející sněhem.
Černý pes běží ve sněhu.	Černý pes plave s míčem v tlamě.
Žena oblečená v zeleném si hraje se svým bronzovým psem.	Bronzový pes olizuje dívce ruku, zatímco leží na zemi.
Dva muži bez domova stojí venku s lepenkovou značkou.	Dva mladí muži bez domova držící lepenkovou značku.
Žena sedí ve vodě.	Žena bruslí v parku.
Hnědý pes se brodí ve vodě.	Pes cáká v kalné vodě.
Opálená dívka v květinových bikinách plave v temně modrých vodách.	Holčička v květovaných plavkách běží v písku na pláži.
Jeden muž v oranžovém tričku na sobě bílou helmu jede na kole.	Muž, který má na sobě modrou přilbu, jede v Polarisu.
Hokejový hráč se upřeně dívá dolů.	Hokejový hráč v průběhu hry.
Malý smějící se chlapec stojí v přední části svatební party.	Osoba stojící na pódiu před sedícím davem.
Dva hnědí psi se navzájem honí ve sněhu.	Dva hnědí psi si hrají spolu ve sněhu.
Osoba na sněžném skútru.	Osoba na sněžném skútru uprostřed skoku.
Děti si hrají na trampolíně ve sněhu.	Několik dětí skákajících na trampolíně ve sněhu.
Muž stojí na břehu trefující míč pádlem.	Dvě mladé dívky stojí na pláži a poslouchají iPody.
Tato fotografie přes vrchol ukazuje dva muže dávající si pauzu.	Nadechující se osoba s koupací čepicí a brýlemi.
Dva hnědí psi běžící spolu na písku.	Dva hnědí psi běží na písku.
Černý pes honí červené frisbee.	Černý pudl běží ve sněhu.
Dvě dívky s copy jedou v zábavním parku jízdu.	Mladá dívka je na jízdě v zábavním parku.
Pes hrabající v písku.	Hnědý pes hrabe v písku.
Šedý pes plavoucí přes řeku s klackem v tlamě.	Pes plavoucí přes vodu nesoucí klacek v tlamě.
Žena v modrých plavkách skáče z mola do jezera.	Chlapec v modré košili a modrých džínách běží napříč hřištěm.
Dva muži sedí na chodníku před obchody.	Žena v plavkách venčí psa na pláži.
Černobílý tečkovaný pes skáče přes potok.	Černobílý tečkovaný pes skáče přes malý proud vody.
Osoba na BMX kole.	Muž na kole ve vzduchu.
Dva psi běžící vysokou trávou.	Dva psi běží přes travnatou plochu.
Malý bílý pes s vodítkem skákající po červeném míči.	Černobílý pes vrací hůl ve sněhu.
Skupina lidí, stojící mimo budovu.	Velká skupina lidí, kteří vytvořili linii venku.
Pes s klackem následuje jiného psa přes vodu.	Auto s pohonem na čtyři kola jede bahnem.
Kočka stojící na třech větvích.	Černobílá kočka je vysoko na třech větvích.
Dva vlaky, zelený a bílý stojí na kolejích.	Dva vlaky, zelený a bílý na kolejích.
Malá bílá kočka se svítícíma očima je pod židlí.	Bílá kočka stojí na podlaze.
Velká loď ve vodě v přístavu.	Velká loď na moři.
Autobus jedoucí ulicí.	Červený doubledecker jedoucí dolů ulicí.
Beránek dívající se na kameru.	Malý ptáček stojící na kládě, která je u břehu.
Osobní vlak čekající ve stanici.	Osobní vlak stojí ve stanici.
Žena u jídelního stolu si píše do sešitu.	Žena u stolu je něčím zaneprázdněna.
Počítač od Applu stojí na podlaze.	Počítač Macintosh stojí na podlaze.
Detail hnědé koňské hlavy.	Pohled z profilu na koňskou hlavu.
Skupina lidí jí venku u stolu.	Skupina postarších lidí sedí okolo stolu.
Zvědaví chlapci koukají do kůlny.	Dva malí kluci ve dřevěném areálu koukají do kůlny.
Žokej jedoucí na koni.	Žokej jedoucí na koni v ohradě.
Býk stojící na poli.	Hnědý kůň stojí na luxusním zeleném poli.
Muž jede na motorce dolů po silnici.	Muž jede po silnici na červené motorce.
Žena jede na hnědém koni.	Mladá dívka jede na hnědém koni.
Černé a bílé krávy se zastavily před bránou.	Černá a hnědá kráva stojí na pláni před vykořeněným stromem.
Dítě skáče s kolem na římsu.	Černobílá kočka hrající si s dekou.
Moped před schody vedoucí k ruinám.	Moped před ruinami.
Muž spí s dítětem v klíně.	Spící muž na židli držící dítě.
Skupina čtyř lidí jí dort po večeři.	Čtyři lidi jí dezert u stolu.
Černý pes stojící před žlutými kytkami.	Černý pes stojící na poli.
Detail lahve s vodou.	Detailní pohled na lahve s vodou.
Detail kočky s hnědým obličejem.	Detail pštrosí tváře.
Ovce stojící na poli.	Ovce pasoucí se na poli.
Skupina lidí jí venku u stolu.	Skupina postarších lidí pózuje okolo jídelního stolu.
Dlouhosrstá kočka se zavřenýma očima.	Detail kočky se zavřenýma očima.
Žena v šedém tričku se usmívá na foťák zatímco žena za ní dělá pošklebky.	Žena s překvapeným pohledem ve tváři objímá usmívající se ženu zezadu.
Stříbrnomodrý vlak Amtrak na kolejích blízko vlakové stanice.	Malé auto zaparkované u benzínové stanice.
Člověk v modré košili opírající se o kávový stolek u televize.	Člověk stojící na motorce jede po zadním kole.
Dvě kočky koukají na okno.	Bílá kočka koukající z okna.
Černobílá fotka ženy ukazující na koně.	Černobílá fotka krav v kravínu.
Tmavě hnědý kůň stojící na poli.	Hnědý kůň stojí na luxusním zeleném poli.
Postavený stan s koněm v pozadí.	Černobílé jehně s ostatními jehňaty v pozadí.
Starší muž s baretem na hlavě s horami v pozadí.	Ovce v ranní mlze se stromy v pozadí.
Krávy se krmí v korytu.	Černé a bílé krávy krmící se z koryta.
Malý červenošedý pták sedí na stromě mezi holými větvemi.	Červenošedý pták sedí ve větvích.
Muž s helmou řídící motorku blízko bílé konstrukce.	Dívka s černými kraťasy a botami, stojící vedle modré motorky.
Skupina lidí sedících okolo stolu s jídlem.	Skupina lidí sedí okolo stolu s jídlem a pivem.
Hnědočerná jídelní místnost zabudovaná v malém apartmánu.	Hnědočerný stůl v obývacím pokoji.
Hnědý kůň stojí na luxusním zeleném poli.	Hnědý kůň na zeleném poli.
Černobílá kráva v seně.	Černobílá kráva v ohradě se senem.
Postarší žena stojí v kuchyni se dvěma kočkami u jejích nohou.	Starší paní stojící v kuchyni se dvěma kočkami u jejích nohou.
Školní autobus jedoucí do kopce venkovskou cestou.	Závodní pomoc jedoucí sama špinavou cestou.
Pytel bavlny před gaučem.	Kočka Kaliko sedící na schodu před dveřmi.
Maskovací letadlo stojící na travnatém poli.	Maskované letadlo stojící na zelené trávě.
Tři mladé ženy stojící pospolu v pokoji.	Dvě indické ženy se dvěma indickými holkami blízko vody.
Červený doubledecker jedoucí skrz ulice.	Doubledecker jedoucí s dopravou.
Bílá ovce na straně kopce dívající se do kamery.	Vyhublé krávy stojící na trávě.
Skupina ovcí na poli.	Skupina koní pasoucí se na poli.
Přiblížená, zkreslená fotografie prázdné skleněné láhve od koly.	Přiblížený obrázek stolu, na kterém je počítač a papíry.
Velmi přeplněný kancelářský stůl s počítačovým monitorem.	Zaneřáděný počítačový stůl se dvěma monitory.
Muž sedící v přeplněné místnosti.	Muž leží v posteli v přeplněné místnosti.
Dvě bílé krávy na zelené pastvě.	Žlutohnědý kůň je na pastvě.
Muž s kolem v kavárně.	Muž vedoucí kolo na terasu kavárny.
Černá kráva na pastvě jdoucí pod stromy.	Kráva na pastvě jdoucí pod stromem.
Dva koně stojící v poli se stromy v pozadí.	Černobílý pták na vodě s trávou v pozadí.
Dva lidé sedí u stolu v restauraci.	Čtyři lidé sedí u stolu.
Červený doubledecker jede dolů ulicí.	Červený dvoupatrový autobus jede dolů ulicí.
Usmívající se žena s pivem sedí venku s další usmívající se ženou.	Dvě smějící se ženy sedí venku.
Pták držící se kovové brány.	Vícebarevný pták visí na drátěném plotu.
Vyhublé krávy stojí na trávě.	Bílé kachny stojí na zemi.
Žena ležící naproti dvěma mužům, kteří sedí na gauči.	Muž a dvě ženy usmívající se na kameru zatímco sedí na modrém gauči.
Žena s velkým náhrdelníkem.	Mladá žena s černým svrškem a náhrdelníkem.
Hnědá kráva s rohy stojící na poli.	Hnědý kůň stojící uprostřed travnatého pole.
Parník zakotvil u pobřeží.	Parník zakotvil u břehu.
Černobílá kočka ležící pod křovím.	Černobílá kočka se žlutýma očima lenoší ve špíně.
Hnědobílá kočka stojící v trávě na straně u cesty.	Hnědobílá kráva stojící na travnaté ploše se stromy v pozadí.
Malý pes vzhlíží k foťáku, zatímco stojí mezi stromy.	Muž a žena smějící se do foťáku zatímco stojí v kuchyni.
Bronzové tele se žlutou značkou na uchu dívající se do foťáku.	Muž s brýlemi a dvěma plastovými flaškami v popředí.
Černobílá fotka gauče s peněženkou na jednom konci.	Černobílá fotka krávy pod stromem.
Jehně dívající se do kamery.	Kočka dívající se do kamery.
Červený doubledecker na přeplněné ulici.	Doubledecker v ulici města.
Žokej jedoucí na koni v ohradě.	Žokej jede cvalem na koni.
Dva muži na lodi plují na vodě.	Velká zelená loď pluje na vodě.
Toto je zpětný pohled ze sportovního auta Chevrolet.	Zpětný pohled z červeného konceptu vozu Chevrolet.
Osoba s helmou jede na kole blízko bílé konstrukce.	Osoba s jezdeckou helmou na cestě mezi stromy.
Černobílé foto staré vlakové stanice.	Černobílé foto motorky ležící na zemi.
Šedobílá a mourovatá kočka spící na fialové látce.	Černobílá kočka spící na hnědé plachtě.
Černobílá kočka je vysoko na třech větvích.	Černobílé jehně se značkou v pravém uchu.
Žena držící malé dítě.	Usmívající se žena drží malé dítě.
Skupina koní pasoucí se na travnatém poli.	Skupina koní pasoucí se na poli.
Tři muži sedí u stolu s pitím.	Tři muži sedí u stolu s pivem a jídlem.
Dva lidé oblečení v bílém stojící na travnatém poli.	Muž stojí pod přejezdem blízko dálnice.
Mladá blonďatá holka s helmou sedí s červeným kolem za ní.	Mladá dívka s helmou s kolem v pozadí.
Oranžová mourovatá kočka spí na gauči.	Muž dívající se na TV s nohou na posteli.
Dva orli sedí na větvi.	Dva vypelichaní orli na větvi.
Pruhovaná kočka leží na tašce se stelivem pro kočky.	Kočka domácí leží na zádech v stelivu pro kočky.
Modrý gauč a dvojitá postel v obýváku.	Modrý gauč v pokoji se sluncem svítícím dovnitř.
Muž a malé dítě v obýváku pózují na kameru.	Muž a žena pózují na kameru.
Domácí kancelář se třemi počítačovými monitory a ostatním vybavením v pozadí.	Místnost s pár počítačovými monitory.
Pět ptáků stojí na sněhu.	Pár kardinálů stojí ve sněhu.
Vemeno mléčné krávy, která stojí na pastvě blízko velké budovy.	Černohnědá kráva stojící na zelené trávě.
Černé vozidlo zaparkované s výhledem na nízko položené hory.	Černé auto zaparkované ve špíně na venkově.
Osobní vlak ve sněhu.	Osobní vlak čeká ve stanici.
Černý pták sedí na zemi.	Černý pták sedí na zemi.
Černobílý býk dívající se do kamery.	Černobílý pes dívající se do kamery.
Mladá dívka pózuje u sloupu s U2 cedulí.	Žena stojící u sloupu kde je napsáno U2.
Mladá dívka jede na bílošedém koni.	Mladá blonďatá dívka v jezdeckém úboru sedí na hřbetu šedobílého koně.
Černobílá ovce jde vedle bílé ovce.	Malé černobílé tele se značkou v uchu.
